3848.1,228.9,213.1,1009.4,31.8,551.5,176.7,11.9,309.3,49.9,86.6,452,6589.1,3028.2,1135,759,69.7,58.3,694.5,370.9,1471.7,3685.6,15984.5,20005.8,7863.8,2631.6,8457.8,8100.9,1225.2,7013.3,10787.8,3917.6,19320.1,14588.4,2857.2,7209.6,14933.3,13502.7,17590.1,16708.9,2261.2,24079.9,17897.2,5103.3,13993.8,21685.8,25107.1,3920,3032.1,18597.6,7096.3,27680.3,23165.8,8531.4,13595.1,1189.1,10923,4315.4,17782.4,1997,3323.8,4527.6,1751.4,6116.7,3149.1,1207,4690.1,2946.5,7317.4,611.8,1586.7,514.4,2108.2,1647,511.6,3578.8,677.5,6321.2,2499.4,9890.9,4419.9,26107.4,25483.8,14150.5,9531.8,9197.4,1857.5,3121.1,10699.7,729.4,1031.6,795.8,3651.4,1893.3,6082.8,2548.5,1079.5,12505,2102.8,2841.6,0
6520.9,112.5,189.8,2083.3,145.8,802.8,278.4,28.3,449,122.9,61.8,660.7,604.7,3625.1,1401.4,1146.1,169.8,205,1007,106.5,464.2,918.1,11221.2,19109.6,9829.1,2571.1,9405.4,8312.8,494.6,4100.7,8150.5,1930.7,16278.1,12308.7,4569.4,6738.8,21946,15311.6,20679.5,20561.5,3769.3,40446,9695.7,4526.4,3296.3,29230.1,25845.5,4546.6,3251.2,18731,3979.7,26276.8,25136.8,16809.7,8945.4,1126.3,9370.6,7006.1,11774.8,4313.9,4522.6,3609.3,2257.9,4907.6,2109.4,1280.4,2158.4,4975.1,4800.9,949.5,2369.6,891.3,942.2,906.6,754.5,3654.5,417.8,10160.8,2291.8,3134.4,6178,31328.3,29756.9,19537,5091.7,4999.5,1344.9,2374.9,9798.8,680,1635.6,1370,2869.8,2957,3998.3,790.6,871.8,17209.8,1662.6,2462.2,1
5285.7,178.4,269.7,1203.4,42.5,557.5,183.3,56.4,101.9,85.9,64.5,687.6,12840.6,2155.7,269.8,673.8,122.2,137.7,724,514.7,1847.3,5150.4,17259.6,27466.2,7386.5,3415.8,16998.7,11173.9,1580.8,8757.7,18568.3,3570.3,26272.1,19506.9,3976.6,4640.8,17583.4,15953.7,23592.2,21412.8,2649.7,22353.8,25455.7,4856.9,18415.8,22926.7,30111.5,5686.2,2904.7,23209.4,7920.7,37895,30862.2,9050.2,13778.2,1200.6,12577.1,3093.1,25002,1674.2,2935.2,4202.4,2554.1,4063.9,2515.7,1566.5,4769.4,2656,8624.6,600.7,1505.9,630.1,1703.1,1876.2,208.5,3152,558.6,6484.7,2290.8,11978.4,2464.4,32275.6,27396.1,16300.4,18795.3,9781.1,1691.5,2608.5,10018.5,260.7,939.9,740.8,3477.7,2613.2,8791.6,1726.5,912.3,13496.5,4983.6,3082.9,0
4043.7,398.7,312.4,1104.4,108.2,568.5,187.7,42.1,899.1,90.7,516.6,667.8,353.9,2399.1,1165.1,1066.7,81.3,200.5,846.7,343.5,1626.7,6420.5,19056.6,27579.5,9005,2575.6,5227.8,4505,1585.3,4116.2,10807.4,2532.4,20738.5,15559.9,1919.6,4462.5,18782.3,13008.8,22607.2,22205.2,2227.5,49025.3,22004.4,7229.2,14180.4,17519.9,22763.7,2506.7,3322,34837.7,9137.1,44609,23204.8,13186.2,12185.6,1141,11313.5,3396.4,19425.2,4205.8,2817.8,4391.8,2579.3,4365.2,2738.2,1595.2,3032.3,1726.4,5716.6,4964.5,1253.7,1081.8,1497.1,1309.5,466.3,6249.4,425,7516.9,2598.6,7130.3,2714.1,29667.1,32763.7,12213.6,13896.2,11166.8,1313.1,2890.3,10904.9,418.1,845,511.5,3648.1,2389.1,4113.6,2579.3,1113.9,15227.2,3077.3,3391.9,0
4263.6,417.7,327.1,1043.3,69.2,653.2,185.8,21.8,3629.3,96,293.2,994.6,471.8,1707.5,893.2,605.5,47.5,102.7,969.5,288.6,1870.6,3952.6,12731,16571.3,7349.2,2453.3,7636,6285.2,1299.7,5041.9,8109.4,3205.5,9860.5,16191.6,2483.3,4084.5,13018.9,8799.7,13180.1,20657.7,3220.2,45576.7,13900.7,2941.7,4666.6,12116.9,29912.9,4046.7,3499,54628.1,8507.1,26532.2,20748.4,11415.3,10153,1624.7,6223.6,3920.6,10386.6,2152.4,3596.5,7775.8,1175.2,6519.5,2732.3,2343,1726.7,1934.6,5355.9,532.1,1159.1,848.2,1867,1610.4,553.2,3605.3,233.9,9782.2,7346.3,4943.3,2641.1,43027.1,39440.8,11617.2,9814.7,11374.3,1312,2471.8,7344.3,570.3,605.5,539.4,3845.9,3566.5,5252.8,4169.7,1183.6,15725.5,2444.2,3825.6,0
2949.8,221.2,225,1117.6,47.4,585,166.6,21.4,117.9,148.1,101.1,474.4,372.1,3431.3,940.4,543.4,61.4,144.5,641.4,264.6,1238.6,3411.7,18424.5,25477.9,9819.2,3319.5,8738.6,10058.4,1303.1,7544,18001.4,2439.5,24895.4,19768.6,3410.4,8355.6,18430.1,28047.3,24967.2,19625,2826.7,23517.3,22954.2,6652.4,12568.9,23408.3,33803.5,4101,2554.7,21257.5,6059.2,33341.7,33604.8,9626.4,15536.3,1211.3,16666.2,4274.7,25978.6,2332.7,3016.8,4904.7,1892.5,8976.1,2134.1,1257,4118.4,2495.5,9524.5,490.1,2188,591.8,2421.1,1259.1,419.4,3707.1,705.6,6528.5,2532.5,12524.8,3170.5,31713.6,34468.1,16254.4,10568.3,9012.3,1477.3,3376.4,7814.7,468.9,810.3,1008.2,3968.7,2313.8,8641.6,2075.6,1242.7,13283.1,2532.3,2168.3,0
5498.9,280.4,243.5,1085.4,84.3,553.2,92.5,77.3,124.3,52.6,202.7,829.5,370,1607.4,521,363.6,103.4,37.9,715.8,324.5,1198.3,5309.4,23191.4,27622.9,11527.5,6098.6,12119.2,9742.7,2040.2,8556.7,24928.5,3617.5,27111.8,24309.1,4259,7948.2,23958.2,31437.4,27620.4,23346.2,2972.9,22140.5,29970.7,8329.1,22366.8,27795.4,37485.8,5228.3,3830.9,24821.4,11011.2,37079.1,34451.3,9765.4,18035.8,926.3,21386.4,4028.4,29386.5,2431.5,3912.5,6293.2,2896.1,9722.1,3967.4,1725.1,4606.3,2402.5,9296.7,714.8,1951.8,634.9,3470.5,1155.2,431,4187.5,496.8,8849,3008.9,10419.7,3259.6,35737.8,36110.9,16195,17598.1,12272.5,1669.4,3028.7,11930.2,332.2,790.5,937.7,4291.6,2214.9,12687.1,2796.3,1012.7,13708.7,2646.8,2514.1,0
3863.1,198.2,244.4,1423.1,102,711.1,259.3,52.9,649.4,126.3,249,747.9,592.2,2731.6,1255.9,511.8,84.8,246.3,730.4,327.8,1260.5,4013.9,27507.2,29272.2,9581,2958.9,8699.5,9719.9,1213.6,7204.6,15952.6,2527.2,25029.4,13663.2,3102.7,6258.4,25193.5,22567.6,31359.1,22473.4,2733.4,32561.6,25608.8,5551.6,14127.5,27776,43584.1,3890.8,3068.5,31586.2,8446.7,46025,37862.3,16497.1,17412.7,1171.9,18263.5,3780.4,28790.2,2311.4,3819.2,5174.2,2421.2,3370.7,2555.1,1313.3,3797.1,1654.8,7425.4,1877,1488.8,934.6,1888.2,1871.5,489.8,3206.5,635,7253.4,3001.6,10058.6,2623.5,44036.3,40517.2,15131.3,14123,7505.1,1462,2693.4,9784.6,485.3,1077.1,817.8,4428.1,2715.6,8229.5,1914,963.3,13645.3,3624.4,2982.6,1
3370.4,304.7,348.5,1196.4,22.8,646.1,175.8,20.3,127.1,98.7,1214.9,606.7,2113.7,1924.5,1442.4,535.1,192.9,181.4,944.8,409.3,1616.2,4934.4,11124.6,15449.5,8024.9,2931.4,10673.3,9812.8,2456.7,6403,12305.3,2706.5,13986.7,12886.6,3187.9,5763.3,13592.6,13289.1,17090,13093.1,2296,25481.9,14990.7,5607.1,11224.2,15039.2,19706.5,5096.4,2668.4,16066.4,6911.5,22827.8,23018.8,8838.7,10380.4,816.1,9911.8,3564.5,16608.2,2317.7,3909.1,5712.6,2291.2,7543.5,2555.2,1284.2,4251.3,2992.5,6566.8,737.5,1339.5,529.5,2187.6,1413.5,320.3,2683.4,469.8,7180.9,2795.6,11956.9,2018.8,21079.3,21360,10707.4,8608.6,10882.7,1364.9,2796,8564.7,398,841.6,963.9,3631.9,2770.6,6117.4,2037.9,1056.9,10600.3,3216,2059.3,0
3991.9,198.2,185.3,993.3,86.3,504.9,254.5,22.2,659.7,58.7,94.4,536.3,295,3796.9,428,597,20.4,108.5,521.1,202.9,1091.5,1808.5,17815.5,21679.3,8855.9,4931.1,11309.3,9121.7,621.4,6397.2,15350.7,2778.9,21795.2,19077.4,4502.9,7246.5,18426.9,24143.7,22357.3,18195.2,2473.5,17529.1,19907.8,7845.7,15658.1,22278.7,31803.7,5711.5,3475.3,34335.8,6768.3,28624.3,28918.9,10316.7,15376.8,1134.8,15715.7,6868.2,24977,2433.4,4492.2,4410.6,2097.2,12753.6,2479,1278.8,4433.4,4277.7,5924.9,574.4,2088.9,492.8,1860.2,1027.7,454.9,3533.3,870,7819.3,2362.5,6405.6,3161,25614.1,31958,15538.9,10239.5,4048.4,1522.9,3333.1,9391.5,752,998.4,1028.6,2935.4,2612.8,9658.4,984.1,814.3,9823.5,1433.6,2391.7,0
